"171","27","328","Makai Ouji: Devils and Realist",NULL,"Plan to watch","Public",NULL,NULL,NULL,"0","2013-08-15 19:13:45","2013-08-15 19:13:45","58741"
"172","18","255","Shingeki no Kyojin","25","Completed","Public",NULL,"9",NULL,"0","2013-08-15 19:57:43","2013-08-15 19:57:43","58742"
"173","27","56","Mirai Nikki","8","Watching","Public",NULL,NULL,NULL,"0","2013-08-16 18:04:50","2013-08-16 18:04:50","58779"
"174","27","180","Tasogare Otome x Amnesia","12","Completed","Public",NULL,"8",NULL,"0","2013-08-16 18:27:33","2013-08-16 18:27:33","58780"
"175","24","162","Angel Beats!","13","Completed","Public",NULL,"10",NULL,"0","2013-08-17 15:48:41","2013-08-17 15:48:41","58845"
"176","24","142","AnoHana","11","Completed","Public",NULL,"10",NULL,"0","2013-08-17 15:49:05","2013-08-17 15:49:05","58846"
"177","24","42","Ore no Imouto ga Konnani Kawaii Wake ga Nai","12","Completed","Public",NULL,"7",NULL,"0","2013-08-17 15:49:40","2013-08-17 15:49:40","58847"
"178","24","260","Ore no Imouto ga Konnani Kawaii Wake ga Nai Season 2","13","Completed","Public",NULL,"9",NULL,"0","2013-08-17 15:50:16","2013-08-17 15:50:16","58848"
"179","24","238","Ore no Kanojo to Osananajimi ga Shuraba Sugiru","13","Completed","Public",NULL,"9",NULL,"0","2013-08-17 15:51:11","2013-08-17 15:51:11","58849"
"180","24","62","Mayo Chiki!","13","Completed","Public",NULL,"9",NULL,"0","2013-08-17 15:51:33","2013-08-17 15:51:33","58850"
"181","24","256","Suisei no Gargantia","13","Completed","Public",NULL,"8",NULL,"0","2013-08-17 15:52:11","2013-08-17 15:52:11","58851"
"182","24","259","IS: Infinite Stratos","12","Completed","Public",NULL,"9",NULL,"0","2013-08-17 15:53:30","2013-08-17 15:53:30","58852"
"183","24","290","Haiyore! Nyaruko-san","12","Completed","Public",NULL,"9",NULL,"0","2013-08-17 15:56:25","2013-08-17 15:56:25","58853"
"184","24","257","Hataraku Maou-sama!","13","Completed","Public",NULL,"9",NULL,"0","2013-08-17 15:56:48","2013-08-17 15:56:48","58854"
"185","24","275","Hentai Ouji to Warawanai Neko.","12","Completed","Public",NULL,"9",NULL,"0","2013-08-17 15:58:14","2013-08-17 15:58:14","58856"
"186","24","99","Fullmetal Alchemist","51","Completed","Public",NULL,"9",NULL,"0","2013-08-17 15:58:46","2013-08-17 15:58:46","58857"
"187","24","228","Boku wa Tomodachi ga Sukunai NEXT","12","Completed","Public",NULL,"10",NULL,"0","2013-08-17 15:59:18","2013-08-17 15:59:18","58858"
